Offset,Hits
   0x700 - 50
   0x700 - 46
   0x700 - 42
   0x700 - 51
   0x700 - 48
   0x700 - 48
   0x700 - 43
   0x700 - 48
   0x700 - 49
   0x700 - 47
   0x700 - 48
   0x700 - 48
   0x700 - 51
   0x700 - 52
   0x700 - 49
   0x700 - 47
   0x700 - 47
   0x700 - 46
   0x700 - 34
   0x700 - 26
   0x700 - 22
   0x700 - 28
   0x700 - 30
   0x700 - 28
   0x700 - 19
   0x700 - 26
   0x700 - 29
   0x700 - 33
   0x700 - 24
   0x700 - 32
   0x700 - 30
   0x700 - 26
   0x700 - 28
   0x700 - 33
   0x700 - 37
   0x700 - 28
   0x700 - 31
   0x700 - 29
   0x700 - 25
   0x700 - 35
   0x700 - 29
   0x700 - 31
   0x700 - 27
   0x700 - 39
   0x700 - 33
   0x700 - 32
   0x700 - 33
   0x700 - 28
   0x700 - 35
   0x700 - 28
   0x700 - 40
   0x700 - 28
   0x700 - 33
   0x700 - 31
   0x700 - 24
   0x700 - 34
   0x700 - 27
   0x700 - 24
   0x700 - 26
   0x700 - 28
   0x700 - 23
   0x700 - 28
   0x700 - 30
   0x700 - 31
   0x700 - 29
   0x700 - 27
   0x700 - 29
   0x700 - 28
   0x700 - 24
   0x700 - 26
   0x700 - 26
   0x700 - 24
   0x700 - 29
   0x700 - 22
   0x700 - 17
   0x700 - 27
   0x700 - 40
   0x700 - 39
   0x700 - 52
   0x700 - 48
   0x700 - 49
   0x700 - 50
   0x700 - 31
   0x700 - 43
   0x700 - 37
   0x700 - 45
   0x700 - 47
   0x700 - 48
   0x700 - 42
   0x700 - 46
   0x700 - 45
   0x700 - 44
   0x700 - 46
   0x700 - 22
   0x700 - 30
   0x700 - 35
   0x700 - 36
   0x700 - 27
   0x700 - 34
   0x700 - 35
   0x700 - 33
   0x700 - 31
   0x700 - 29
   0x700 - 28
   0x700 - 35
   0x700 - 32
   0x700 - 32
   0x700 - 31
   0x700 - 31
   0x700 - 30
   0x700 - 37
   0x700 - 33
   0x700 - 33
   0x700 - 32
   0x700 - 32
   0x700 - 36
   0x700 - 37
   0x700 - 31
   0x700 - 31
   0x700 - 33
   0x700 - 32
   0x700 - 34
   0x700 - 36
   0x700 - 27
   0x700 - 20
   0x700 - 18
   0x700 - 20
   0x700 - 25
   0x700 - 19
   0x700 - 28
   0x700 - 26
   0x700 - 27
   0x700 - 31
   0x700 - 26
   0x700 - 22
   0x700 - 20
   0x700 - 57
   0x700 - 14
   0x700 - 48
   0x700 - 50
   0x700 - 52
   0x700 - 58
   0x700 - 51
   0x700 - 52
   0x700 - 59
   0x700 - 48
   0x700 - 60
   0x700 - 45
   0x700 - 2
   0x700 - 2
   0x700 - 2
   0x700 - 4
   0x700 - 2
   0x700 - 3
   0x700 - 2
   0x700 - 2
   0x700 - 2
   0x700 - 2
   0x700 - 24
   0x700 - 26
   0x700 - 31
   0x700 - 34
   0x700 - 34
   0x700 - 29
   0x700 - 36
   0x700 - 37
   0x700 - 35
   0x700 - 35
   0x700 - 34
   0x700 - 33
   0x700 - 29
   0x700 - 34
   0x700 - 31
   0x700 - 35
   0x700 - 32
   0x700 - 33
   0x700 - 29
   0x700 - 30
   0x700 - 29
   0x700 - 28
   0x700 - 25
   0x700 - 23
   0x700 - 37
   0x700 - 28
   0x700 - 37
   0x700 - 33
   0x700 - 36
   0x700 - 35
   0x700 - 35
   0x700 - 30
   0x700 - 33
   0x700 - 33
   0x700 - 35
   0x700 - 30
   0x700 - 30
   0x700 - 32
   0x700 - 31
   0x700 - 36
   0x700 - 37
   0x700 - 28
   0x700 - 36
   0x700 - 33
   0x700 - 29
   0x700 - 25
   0x700 - 28
   0x700 - 20
   0x700 - 21
   0x700 - 18
   0x700 - 23
   0x700 - 27
   0x700 - 23
   0x700 - 21
   0x700 - 22
   0x700 - 36
   0x700 - 18
   0x700 - 28
   0x700 - 13
   0x700 - 27
   0x700 - 27
   0x700 - 29
   0x700 - 31
   0x700 - 30
   0x700 - 26
   0x700 - 35
   0x700 - 33
   0x700 - 30
   0x700 - 33
   0x700 - 36
   0x700 - 39
   0x700 - 29
   0x700 - 35
   0x700 - 37
   0x700 - 30
   0x700 - 21
   0x700 - 17
   0x700 - 25
   0x700 - 31
   0x700 - 3
   0x700 - 2
   0x700 - 4
   0x700 - 3
   0x700 - 2
   0x700 - 4
   0x700 - 2
   0x700 - 15
   0x700 - 32
   0x700 - 20
   0x700 - 36
   0x700 - 21
   0x700 - 31
   0x700 - 24
   0x700 - 27
   0x700 - 33
   0x700 - 28
   0x700 - 34
   0x700 - 39
   0x700 - 27
   0x700 - 35
   0x700 - 36
   0x700 - 31
   0x700 - 34
   0x700 - 33
   0x700 - 26
   0x700 - 30
   0x700 - 27
   0x700 - 31
   0x700 - 32
   0x700 - 30
   0x700 - 32
   0x700 - 24
   0x700 - 29
   0x700 - 25
   0x700 - 35
   0x700 - 31
   0x700 - 35
   0x700 - 30
   0x700 - 31
   0x700 - 31
   0x700 - 36
   0x700 - 33
   0x700 - 36
   0x700 - 22
   0x700 - 30
   0x700 - 35
   0x700 - 36
   0x700 - 36
   0x700 - 35
   0x700 - 35
   0x700 - 38
   0x700 - 29
   0x700 - 31
   0x700 - 33
   0x700 - 33
   0x700 - 22
   0x700 - 10
   0x700 - 29
   0x700 - 45
   0x700 - 51
   0x700 - 53
   0x700 - 60
   0x700 - 57
   0x700 - 58
   0x700 - 56
   0x700 - 63
   0x700 - 57
   0x700 - 50
   0x700 - 2
   0x700 - 2
   0x700 - 3
   0x700 - 2
   0x700 - 3
   0x700 - 2
   0x700 - 5
   0x700 - 3
   0x700 - 3
   0x700 - 2
   0x700 - 5
   0x700 - 2
   0x700 - 2
   0x700 - 3
   0x700 - 2
   0x700 - 3
   0x700 - 2
   0x700 - 2
   0x700 - 2
   0x700 - 24
   0x700 - 30
   0x700 - 32
   0x700 - 33
   0x700 - 33
   0x700 - 34
   0x700 - 30
   0x700 - 38
   0x700 - 40
   0x700 - 7
   0x700 - 31
   0x700 - 41
   0x700 - 25
   0x700 - 22
   0x700 - 24
   0x700 - 21
   0x700 - 22
   0x700 - 21
   0x700 - 21
   0x700 - 26
   0x700 - 24
   0x700 - 10
   0x700 - 15
   0x700 - 30
   0x700 - 33
   0x700 - 29
   0x700 - 22
   0x700 - 31
   0x700 - 36
   0x700 - 36
   0x700 - 37
   0x700 - 30
   0x700 - 27
   0x700 - 38
   0x700 - 29
   0x700 - 31
   0x700 - 29
   0x700 - 31
   0x700 - 39
   0x700 - 32
   0x700 - 34
   0x700 - 27
   0x700 - 30
   0x700 - 19
   0x700 - 24
   0x700 - 27
   0x700 - 40
   0x700 - 34
   0x700 - 30
   0x700 - 35
   0x700 - 34
   0x700 - 27
   0x700 - 35
   0x700 - 2
   0x700 - 3
   0x700 - 2
   0x700 - 3
   0x700 - 2
   0x700 - 3
   0x700 - 2
   0x700 - 4
   0x700 - 3
   0x700 - 4
   0x700 - 2
   0x700 - 21
   0x700 - 32
   0x700 - 28
   0x700 - 31
   0x700 - 29
   0x700 - 32
   0x700 - 39
   0x700 - 30
   0x700 - 35
   0x700 - 32
   0x700 - 30
   0x700 - 34
   0x700 - 31
   0x700 - 35
   0x700 - 36
   0x700 - 23
   0x700 - 24
   0x700 - 53
   0x700 - 54
   0x700 - 38
   0x700 - 45
   0x700 - 49
   0x700 - 53
   0x700 - 59
   0x700 - 54
   0x700 - 58
   0x700 - 2
   0x700 - 3
   0x700 - 2
   0x700 - 3
   0x700 - 4
   0x700 - 2
   0x700 - 2
   0x700 - 2
   0x700 - 2
   0x700 - 5
   0x700 - 2
   0x700 - 20
   0x700 - 32
   0x700 - 26
   0x700 - 27
   0x700 - 26
   0x700 - 32
   0x700 - 30
   0x700 - 28
   0x700 - 32
   0x700 - 23
   0x700 - 26
   0x700 - 33
   0x700 - 30
   0x700 - 27
   0x700 - 37
   0x700 - 33
   0x700 - 32
   0x700 - 30
   0x700 - 28
   0x700 - 36
   0x700 - 34
   0x700 - 38
   0x700 - 32
   0x700 - 35
   0x700 - 34
   0x700 - 35
   0x700 - 33
   0x700 - 35
   0x700 - 35
   0x700 - 34
   0x700 - 34
   0x700 - 30
   0x700 - 34
   0x700 - 28
   0x700 - 30
   0x700 - 31
   0x700 - 35
   0x700 - 28
   0x700 - 35
   0x700 - 33
   0x700 - 16
   0x740 - 2
  0x27c0 - 49
  0x27c0 - 11
  0x27c0 - 2
  0x27c0 - 3
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 5
  0x27c0 - 4
  0x27c0 - 2
  0x27c0 - 4
  0x27c0 - 5
  0x27c0 - 3
  0x27c0 - 4
  0x27c0 - 3
  0x27c0 - 2
  0x27c0 - 5
  0x27c0 - 3
  0x27c0 - 4
  0x27c0 - 33
  0x27c0 - 47
  0x27c0 - 51
  0x27c0 - 55
  0x27c0 - 52
  0x27c0 - 51
  0x27c0 - 52
  0x27c0 - 56
  0x27c0 - 54
  0x27c0 - 55
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 3
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 3
  0x27c0 - 2
  0x27c0 - 5
  0x27c0 - 3
  0x27c0 - 3
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 4
  0x27c0 - 4
  0x27c0 - 5
  0x27c0 - 5
  0x27c0 - 3
  0x27c0 - 3
  0x27c0 - 2
  0x27c0 - 3
  0x27c0 - 5
  0x27c0 - 3
  0x27c0 - 2
  0x27c0 - 3
  0x27c0 - 3
  0x27c0 - 2
  0x27c0 - 3
  0x27c0 - 5
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 35
  0x27c0 - 56
  0x27c0 - 55
  0x27c0 - 51
  0x27c0 - 54
  0x27c0 - 64
  0x27c0 - 61
  0x27c0 - 55
  0x27c0 - 58
  0x27c0 - 61
  0x27c0 - 38
  0x27c0 - 45
  0x27c0 - 55
  0x27c0 - 48
  0x27c0 - 54
  0x27c0 - 54
  0x27c0 - 56
  0x27c0 - 3
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 3
  0x27c0 - 4
  0x27c0 - 3
  0x27c0 - 49
  0x27c0 - 50
  0x27c0 - 55
  0x27c0 - 55
  0x27c0 - 55
  0x27c0 - 2
  0x27c0 - 4
  0x27c0 - 3
  0x27c0 - 4
  0x27c0 - 2
  0x27c0 - 3
  0x27c0 - 3
  0x27c0 - 2
  0x27c0 - 3
  0x27c0 - 2
  0x27c0 - 3
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 5
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 5
  0x27c0 - 7
  0x27c0 - 2
  0x27c0 - 4
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 4
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 2
  0x27c0 - 3
  0x27c0 - 5
  0x27c0 - 2
  0x27c0 - 5
  0x27c0 - 2
  0Offset,Hits
Offset,Hits
